id;cliente;nacionalidad;comentario_completo;tipo de habitacion;noches;fecha_alojamiento;tipo_cliente;fecha de comentario
641450a9d747e447;Bart;Bélgica;Muy bien.;Estudio;2 noches;mayo de 2022;En pareja;2022-05-07
31758c157a8c3900;Vladimir;Serbia;Very close to the center, near the ocean as well. Relatively calm street. VEry friendly staff.;Estudio;3 noches;abril de 2022;En grupo;2022-05-07
b7ff0203470f7b98;Carlos;España;Excepcional.;Estudio;6 noches;abril de 2022;En familia;2022-05-07
91764ba4f95ef3ee;Sandra;Francia;L appartement était vraiment très spacieux avec une petite cuisine.la dame de la réception très sympathique.....;Estudio;1 noche;mayo de 2022;En familia;2022-05-07
db36ae44de84c6a7;Elvira;Suiza;Muy bien.;Estudio;2 noches;mayo de 2022;En pareja;2022-05-06
dc8450edd1091872;Chris;Omán;Fantástico.;Estudio;2 noches;mayo de 2022;En pareja;2022-05-06
df483728053d61b5;Eva;España;Fantástico.;Estudio;1 noche;mayo de 2022;Persona que viaja sola;2022-05-06
16e26ead8441de77;Lidia;Francia;Excepcional.;Habitación Doble con terraza y vistas al mar;1 noche;mayo de 2022;En familia;2022-05-06
3a64d3c0b67f025e;Cássio;Brasil;Infraestrutura renovada,  localização, praticidade para deixar as malas por estar em rua tranquila.;Estudio;1 noche;mayo de 2022;En pareja;2022-05-06
e0d5bc5e64d4a6fe;Francisco;España;Fantástico.;Estudio;1 noche;abril de 2022;En grupo;2022-05-06
a3bb9a6e78462158;Antonio;España;Muy bien.Todo.Nada.;Estudio;1 noche;mayo de 2022;En grupo;2022-05-06
400b7b0da3210a82;Carole;Francia;"superbement placé près de tout et surtout un des rares hôtels à posséder un parking en sous sol à 18 € la nuit 
les appartements sont beaux et très propres 
Si cela est possible demander une chambre à l arrière car il y a du bruit dans la rue à cause des bars le soir.";Apartamento de 2 dormitorios;1 noche;mayo de 2022;En grupo;2022-05-06
9943159d927f2ee2;Vilar;España;Bien.;Estudio;9 noches;mayo de 2022;En pareja;2022-05-06
78d6366c7a27203d;Nicole;Francia;Excepcional.;Estudio;2 noches;mayo de 2022;En pareja;2022-05-06
e716776f3940eaf2;Fatma;Países Bajos;locatie is goed.;Apartamento de 1 dormitorio (2 adultos);1 noche;mayo de 2022;En grupo;2022-05-06
dd61c42296395635;Francisco;España;Fantástico.Ubicacion vs Precio.;Estudio;1 noche;mayo de 2022;En familia;2022-05-06
17ec01ade99dce62;Rainer;Alemania;Excepcional.;Estudio;2 noches;mayo de 2022;En pareja;2022-05-06
4518e37daba45793;Juan;España;Fue comoda y agradable.Sin ningun problema para recoger las llaves, el edificio tenia parking, el dia siguiente quedo un libre y lo ocupamos hasta el ultimo dia, ubicación excelente, limpieza y comodidad excelente.;Estudio;4 noches;abril de 2022;En pareja;2022-05-06
55f6f111652e2270;Paul;Alemania;"Das Hotel hat eine zentrale Lage; Ausstattung, Betten, usw. war gut, WLAN sehr gut. Der Parkplatz ist zu Fuss in 10 Minuten ereichbar, Kosten 15 Euro/ Tag.";Habitación Doble Estándar;1 noche;abril de 2022;En pareja;2022-05-06
33926f5e4d0016e6;Geoffrey;Reino Unido;Modern and smart. Very comfortable. Efficient. Clean. Good location.;Estudio;6 noches;mayo de 2022;En familia;2022-05-06
fc53806f50fc8365;Amparo;España;Estancia fenomenal.El trato del personal, las habitaciones, la ubicación y la limpieza de 10.Todo fenomenal.;Habitación Doble Estándar;1 noche;mayo de 2022;En pareja;2022-05-06
30335702e6901b9e;Manuel;España;Muy bien.La situación.El ruido de la calle.;Habitación Doble para uso individual;2 noches;mayo de 2022;Persona que viaja sola;2022-05-06
8f8b63624adb1d86;Jeanlouis;Francia;Très propre.;Apartamento de 2 dormitorios;1 noche;mayo de 2022;En grupo;2022-05-05
41f0f3410d178f43;Cx;Francia;très bien placé, très propre très confortable et le personnel très agréable.;Habitación Doble Estándar;1 noche;mayo de 2022;En pareja;2022-05-05
583bfc1e92a2c8c9;Pedro;España;Fantástico.;Estudio;1 noche;marzo de 2022;En pareja;2022-05-05
4574f247d6989808;Morgane;Francia;un chaleureux accueil à notre arrivée, une localisation idéale pour découvrir Cadiz, chambre très fonctionnelle et propre. de nombreux conseils pour découvrir Cadiz, merci beaucoup!.;Habitación Doble Estándar;1 noche;mayo de 2022;En pareja;2022-05-05
