id;cliente;nacionalidad;comentario_completo;tipo de habitacion;noches;fecha_alojamiento;tipo_cliente;fecha de comentario
cffe67bea8bed5f1;Karlani;Australia;"Great location. Walking distance to everything.
Clean and comfortable room.
It’s also no ice to have a kettle and a small fridge.
Good air conditioning.
The lift is handy especially when you have to bring your luggage up to the top floor
The staff, especially Mario, was very responsive and helpful.";Habitación Doble con baño privado;2 noches;septiembre de 2023;En pareja;2023-09-17
dfb645ee43e08606;Labbe;Bélgica;Petite chambre cosy juste ce qu’il faut, clim fonctionnelle, roof top très agréable, personnel très gentil, endroit calme le soir, très bon rapport qualité -prix.;Habitación Doble con baño privado;2 noches;septiembre de 2023;En pareja;2023-09-16
785c6cf7b4993f5a;Iñigo;España;Fantástico.La habitacion era amplia, fresquita y cómoda. El baño muy bien. De repetir.;Habitación Doble interior con baño privado - 2 camas;1 noche;septiembre de 2023;En pareja;2023-09-15
43da075949e1da92;Jano;España;Una noche en Cádiz.Ubicación en la zona del casco antiguo y el trató de Mario.;Habitación Doble interior con baño privado - 2 camas;1 noche;septiembre de 2023;En familia;2023-09-15
276747e5e6b259b1;Fabio;Italia;Posizione strategica è vicina a qualsiasi cosa.;Habitación Doble con baño privado;1 noche;septiembre de 2023;En pareja;2023-09-15
9de0a2c90e9a4d80;Belén;España;Alojamiento muy céntrico y trato excepcional.Ubicación perfecta, en todo el centro de la ciudad. Habitaciones muy amplias y limpias. Trato del personal excepcional, muy atentos en todo momento, facilitándonos información de parking y dejándonos acceder antes de la hora prevista. Sin duda repetiremos estancia en nuestra próxima visita a Cadiz.Todo perfecto.;Habitación Doble con baño privado - 2 camas y 1 cama supletoria;2 noches;septiembre de 2023;En familia;2023-09-15
c2de5f8f9a72357e;Marta;España;Agradable.;Habitación Doble con baño privado;4 noches;septiembre de 2023;En pareja;2023-09-14
218b50d0f232aa15;Francisco;España;Fantástico.;Habitación Doble con baño privado;1 noche;septiembre de 2023;En grupo;2023-09-14
a1fcde35d669562e;Klaus-im-norden;Alemania;Unproblematische und schnelle digitale Anmeldung, tolle Kommunikation, Lage, eigentlich alles.;Habitación Doble con baño privado;1 noche;septiembre de 2023;En pareja;2023-09-14
19cd0e82452e255a;Carlotta;Italia;Camera di grandezza perfetta per due persone, struttura abbastanza pulita e posizione eccellente. Camera ben attrezzata con mobiletti, tavolino e armadio. Titolare molto gentile e disponibile.;Habitación Doble interior con baño privado - 2 camas;2 noches;septiembre de 2023;En grupo;2023-09-14
